SiteID,Study,Age,PF_SF,Point_obs,Mist_nets,Transect,Vocal,TaxonID,Species,Abundance,For_dep
33,13,0,PF,Yes,No,No,Yes,6005061,Formicarius rufipectus,36,Medium
33,13,0,PF,Yes,No,No,Yes,6005082,Grallaria ruficapilla,2,Low
33,13,0,PF,Yes,No,No,Yes,6005089,Grallaria flavotincta,14,Medium
33,13,0,PF,Yes,No,No,Yes,6005107,Grallaricula flavirostris,1,High
33,13,0,PF,Yes,No,No,Yes,6005144,Scytalopus vicinior,18,High
33,13,0,PF,Yes,No,No,Yes,6005591,Vireo leucophrys,17,Medium
33,13,0,PF,Yes,No,No,Yes,6006358,Myadestes ralloides,3,High
33,13,0,PF,Yes,No,No,Yes,6006369,Catharus dryas,6,High
33,13,0,PF,Yes,No,No,Yes,6006431,Turdus obsoletus,3,Medium
33,13,0,PF,Yes,No,No,Yes,6006954,Thryothorus nigricapillus,7,Medium
33,13,0,PF,Yes,No,No,Yes,6006974,Troglodytes solstitialis,2,High
33,13,0,PF,Yes,No,No,Yes,6006979,Henicorhina leucophrys,101,High
33,13,0,PF,Yes,No,No,Yes,6006982,Microcerculus marginatus,6,High
33,13,0,PF,Yes,No,No,Yes,6007094,Pygochelidon cyanoleuca,1,Non-forest
33,13,0,PF,Yes,No,No,Yes,6009038,Arremon aurantiirostris,2,Medium
33,13,0,PF,Yes,No,No,Yes,6009056,Atlapetes tricolor,3,Medium
33,13,0,PF,Yes,No,No,Yes,6009069,Arremon brunneinucha,3,Medium
33,13,0,PF,Yes,No,No,Yes,6009094,Parula pitiayumi,56,Medium
33,13,0,PF,Yes,No,No,Yes,6009157,Myioborus miniatus,59,Medium
33,13,0,PF,Yes,No,No,Yes,6009179,Basileuterus coronatus,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009187,Basileuterus tristriatus,107,Medium
33,13,0,PF,Yes,No,No,Yes,6009191,Phaeothlypis fulvicauda,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009199,Coereba flaveola,2,Low
33,13,0,PF,Yes,No,No,Yes,6009227,Chlorospingus semifuscus,35,Medium
33,13,0,PF,Yes,No,No,Yes,6009230,Chlorospingus flavigularis,40,Medium
33,13,0,PF,Yes,No,No,Yes,6009269,Chlorothraupis stolzmanni,3,Medium
33,13,0,PF,Yes,No,No,Yes,6009300,Piranga leucoptera,7,Medium
33,13,0,PF,Yes,No,No,Yes,6009336,Anisognathus somptuosus,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009337,Anisognathus notabilis,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009357,Euphonia laniirostris,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009370,Euphonia xanthogaster,63,Medium
33,13,0,PF,Yes,No,No,Yes,6009379,Chlorochrysa phoenicotis,2,High
33,13,0,PF,Yes,No,No,Yes,6009395,Tangara arthus,17,Medium
33,13,0,PF,Yes,No,No,Yes,6009396,Tangara icterocephala,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009399,Tangara parzudakii,4,Medium
33,13,0,PF,Yes,No,No,Yes,6009404,Tangara rufigula,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009405,Tangara gyrola,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009414,Tangara ruficervix,3,Medium
33,13,0,PF,Yes,No,No,Yes,6009415,Tangara labradorides,5,Medium
33,13,0,PF,Yes,No,No,Yes,6009422,Tangara nigroviridis,13,Medium
33,13,0,PF,Yes,No,No,Yes,6009585,Diglossa albilatera,2,Low
33,13,0,PF,Yes,No,No,Yes,6009630,Saltator grossus,1,Medium
33,13,0,PF,Yes,No,No,Yes,6009633,Saltator maximus,4,Medium
33,13,0,PF,Yes,No,No,Yes,60031102,Phaethornis striigularis,5,Medium
33,13,0,PF,Yes,No,No,Yes,60031106,Amazilia tzacatl,1,Medium
33,13,0,PF,Yes,No,No,Yes,60031150,Pyriglena leuconota,1,High
33,13,0,PF,Yes,No,No,Yes,60031946,Lepidocolaptes lacrymiger,1,Medium
33,13,0,PF,Yes,No,No,Yes,60031991,Scytalopus parkeri,1,High
33,13,0,PF,Yes,No,No,Yes,60032248,Dendrocincla fuliginosa,2,Medium
33,13,0,PF,Yes,No,No,Yes,60032468,Pteroglossus torquatus,7,High
33,13,0,PF,Yes,No,No,Yes,60032577,Zimmerius chrysops,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,60021,Crypturellus soui,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,60079,Penelope purpurascens,4,High
34,13,17.5,SF,Yes,No,No,Yes,60093,Chamaepetes goudotii,4,High
34,13,17.5,SF,Yes,No,No,Yes,600330,Odontophorus melanonotus,4,High
34,13,17.5,SF,Yes,No,No,Yes,600662,Picoides fumigatus,8,Medium
34,13,17.5,SF,Yes,No,No,Yes,600680,Colaptes rubiginosus,4,Medium
34,13,17.5,SF,Yes,No,No,Yes,600709,Campephilus pollens,7,High
34,13,17.5,SF,Yes,No,No,Yes,600715,Campephilus gayaquilensis,1,High
34,13,17.5,SF,Yes,No,No,Yes,600832,Eubucco bourcierii,7,High
34,13,17.5,SF,Yes,No,No,Yes,600836,Semnornis ramphastinus,11,High
34,13,17.5,SF,Yes,No,No,Yes,600840,Aulacorhynchus haematopygus,26,High
34,13,17.5,SF,Yes,No,No,Yes,600856,Andigena laminirostris,4,High
34,13,17.5,SF,Yes,No,No,Yes,600867,Ramphastos brevis,9,Medium
34,13,17.5,SF,Yes,No,No,Yes,600872,Ramphastos swainsonii,1,High
34,13,17.5,SF,Yes,No,No,Yes,6001000,Pharomachrus auriceps,16,High
34,13,17.5,SF,Yes,No,No,Yes,6001015,Trogon collaris,2,High
34,13,17.5,SF,Yes,No,No,Yes,6001017,Trogon personatus,5,High
34,13,17.5,SF,Yes,No,No,Yes,6001053,Electron platyrhynchum,1,High
34,13,17.5,SF,Yes,No,No,Yes,6001056,Baryphthengus martii,4,High
34,13,17.5,SF,Yes,No,No,Yes,6001312,Piaya cayana,10,Medium
34,13,17.5,SF,Yes,No,No,Yes,6001654,Pionus sordidus,8,Medium
34,13,17.5,SF,Yes,No,No,Yes,6001802,Phaethornis yaruqui,24,High
34,13,17.5,SF,Yes,No,No,Yes,6001804,Phaethornis syrmatophorus,2,High
34,13,17.5,SF,Yes,No,No,Yes,6001830,Doryfera ludovicae,2,High
34,13,17.5,SF,Yes,No,No,Yes,6001844,Florisuga mellivora,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6001898,Thalurania fannyi,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6001942,Amazilia franciae,7,High
34,13,17.5,SF,Yes,No,No,Yes,6001988,Heliodoxa jacula,1,High
34,13,17.5,SF,Yes,No,No,Yes,6002009,Coeligena wilsoni,1,High
34,13,17.5,SF,Yes,No,No,Yes,6002045,Urosticte benjamini,2,High
34,13,17.5,SF,Yes,No,No,Yes,6002047,Ocreatus underwoodii,74,High
34,13,17.5,SF,Yes,No,No,Yes,6002072,Aglaiocercus coelestis,10,Medium
34,13,17.5,SF,Yes,No,No,Yes,6002088,Calliphlox mitchellii,1,High
34,13,17.5,SF,Yes,No,No,Yes,6002481,Patagioenas fasciata,14,Medium
34,13,17.5,SF,Yes,No,No,Yes,6002488,Patagioenas plumbea,7,Medium
34,13,17.5,SF,Yes,No,No,Yes,6002489,Patagioenas subvinacea,3,High
34,13,17.5,SF,Yes,No,No,Yes,6002577,Leptotila verreauxi,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6002598,Geotrygon frenata,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6002839,Laterallus albigularis,5,Non-forest
34,13,17.5,SF,Yes,No,No,Yes,6003339,Elanoides forficatus,2,Low
34,13,17.5,SF,Yes,No,No,Yes,6003499,Buteo magnirostris,5,Low
34,13,17.5,SF,Yes,No,No,Yes,6004045,Mionectes olivaceus,4,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004052,Leptopogon superciliaris,12,High
34,13,17.5,SF,Yes,No,No,Yes,6004053,Pseudotriccus pelzelni,3,High
34,13,17.5,SF,Yes,No,No,Yes,6004107,Phyllomyias cinereiceps,4,High
34,13,17.5,SF,Yes,No,No,Yes,6004123,Capsiempis flaveola,2,Low
34,13,17.5,SF,Yes,No,No,Yes,6004156,Mecocerculus poecilocercus,1,High
34,13,17.5,SF,Yes,No,No,Yes,6004189,Phylloscartes ophthalmicus,4,High
34,13,17.5,SF,Yes,No,No,Yes,6004213,Lophotriccus pileatus,84,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004238,Myiotriccus ornatus,35,High
34,13,17.5,SF,Yes,No,No,Yes,6004267,Contopus fumigatus,3,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004382,Myiarchus tuberculifer,9,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004428,Myiodynastes chrysocephalus,34,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004432,Myiozetetes cayanensis,1,Low
34,13,17.5,SF,Yes,No,No,Yes,6004448,Pachyramphus polychopterus,16,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004450,Pachyramphus albogriseus,2,High
34,13,17.5,SF,Yes,No,No,Yes,6004456,Pachyramphus homochrous,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004461,Tityra semifasciata,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004462,Tityra inquisitor,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004495,Snowornis cryptolophus,1,High
34,13,17.5,SF,Yes,No,No,Yes,6004530,Rupicola peruvianus,6,High
34,13,17.5,SF,Yes,No,No,Yes,6004555,Masius chrysopterus,4,High
34,13,17.5,SF,Yes,No,No,Yes,6004566,Machaeropterus deliciosus,2,High
34,13,17.5,SF,Yes,No,No,Yes,6004611,Thamnophilus unicolor,8,High
34,13,17.5,SF,Yes,No,No,Yes,6004629,Dysithamnus mentalis,10,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004659,Myrmotherula schisticolor,11,High
34,13,17.5,SF,Yes,No,No,Yes,6004737,Myrmeciza exsul,1,High
34,13,17.5,SF,Yes,No,No,Yes,6004743,Myrmeciza nigricauda,5,High
34,13,17.5,SF,Yes,No,No,Yes,6004751,Myrmeciza immaculata,23,Medium
34,13,17.5,SF,Yes,No,No,Yes,6004840,Synallaxis azarae,2,Low
34,13,17.5,SF,Yes,No,No,Yes,6004844,Synallaxis brachyura,19,Low
34,13,17.5,SF,Yes,No,No,Yes,6004872,Cranioleuca erythrops,16,High
34,13,17.5,SF,Yes,No,No,Yes,6004942,Premnoplex brunnescens,3,High
34,13,17.5,SF,Yes,No,No,Yes,6004959,Syndactyla subalaris,19,High
34,13,17.5,SF,Yes,No,No,Yes,6004962,Anabacerthia variegaticeps,24,High
34,13,17.5,SF,Yes,No,No,Yes,6004973,Philydor rufum,28,High
34,13,17.5,SF,Yes,No,No,Yes,6004979,Thripadectes ignobilis,1,High
34,13,17.5,SF,Yes,No,No,Yes,6004996,Sclerurus mexicanus,1,High
34,13,17.5,SF,Yes,No,No,Yes,6005005,Xenops minutus,1,High
34,13,17.5,SF,Yes,No,No,Yes,6005009,Dendrocincla tyrannina,1,High
34,13,17.5,SF,Yes,No,No,Yes,6005018,Glyphorynchus spirurus,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,6005024,Xiphocolaptes promeropirhynchus,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,6005043,Xiphorhynchus erythropygius,9,Medium
34,13,17.5,SF,Yes,No,No,Yes,6005055,Campylorhamphus pusillus,1,High
34,13,17.5,SF,Yes,No,No,Yes,6005061,Formicarius rufipectus,23,Medium
34,13,17.5,SF,Yes,No,No,Yes,6005074,Grallaria guatimalensis,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6005107,Grallaricula flavirostris,2,High
34,13,17.5,SF,Yes,No,No,Yes,6005144,Scytalopus vicinior,2,High
34,13,17.5,SF,Yes,No,No,Yes,6005555,Cyclarhis nigrirostris,1,High
34,13,17.5,SF,Yes,No,No,Yes,6005559,Vireolanius leucotis,2,High
34,13,17.5,SF,Yes,No,No,Yes,6005584,Vireo olivaceus,7,High
34,13,17.5,SF,Yes,No,No,Yes,6005591,Vireo leucophrys,29,Medium
34,13,17.5,SF,Yes,No,No,Yes,6006358,Myadestes ralloides,2,High
34,13,17.5,SF,Yes,No,No,Yes,6006369,Catharus dryas,16,High
34,13,17.5,SF,Yes,No,No,Yes,6006431,Turdus obsoletus,17,Medium
34,13,17.5,SF,Yes,No,No,Yes,6006436,Turdus maculirostris,2,Low
34,13,17.5,SF,Yes,No,No,Yes,6006946,Thryothorus mystacalis,16,Medium
34,13,17.5,SF,Yes,No,No,Yes,6006954,Thryothorus nigricapillus,10,Medium
34,13,17.5,SF,Yes,No,No,Yes,6006979,Henicorhina leucophrys,116,High
34,13,17.5,SF,Yes,No,No,Yes,6006982,Microcerculus marginatus,8,High
34,13,17.5,SF,Yes,No,No,Yes,6007094,Pygochelidon cyanoleuca,2,Non-forest
34,13,17.5,SF,Yes,No,No,Yes,6009038,Arremon aurantiirostris,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009069,Arremon brunneinucha,8,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009094,Parula pitiayumi,104,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009157,Myioborus miniatus,63,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009179,Basileuterus coronatus,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009187,Basileuterus tristriatus,101,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009199,Coereba flaveola,1,Low
34,13,17.5,SF,Yes,No,No,Yes,6009227,Chlorospingus semifuscus,15,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009230,Chlorospingus flavigularis,51,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009269,Chlorothraupis stolzmanni,22,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009300,Piranga leucoptera,5,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009311,Ramphocelus flammigerus,21,Low
34,13,17.5,SF,Yes,No,No,Yes,6009313,Thraupis episcopus,1,Low
34,13,17.5,SF,Yes,No,No,Yes,6009336,Anisognathus somptuosus,7,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009357,Euphonia laniirostris,4,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009370,Euphonia xanthogaster,79,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009379,Chlorochrysa phoenicotis,3,High
34,13,17.5,SF,Yes,No,No,Yes,6009395,Tangara arthus,44,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009396,Tangara icterocephala,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009399,Tangara parzudakii,13,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009404,Tangara rufigula,7,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009405,Tangara gyrola,1,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009414,Tangara ruficervix,10,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009415,Tangara labradorides,13,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009422,Tangara nigroviridis,7,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009585,Diglossa albilatera,1,Low
34,13,17.5,SF,Yes,No,No,Yes,6009630,Saltator grossus,3,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009633,Saltator maximus,4,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009634,Saltator atripennis,7,Medium
34,13,17.5,SF,Yes,No,No,Yes,6009661,Psarocolius angustifrons,16,Medium
34,13,17.5,SF,Yes,No,No,Yes,60030149,Thamnophilus atrinucha,2,Medium
34,13,17.5,SF,Yes,No,No,Yes,60031102,Phaethornis striigularis,31,Medium
34,13,17.5,SF,Yes,No,No,Yes,60031106,Amazilia tzacatl,10,Medium
34,13,17.5,SF,Yes,No,No,Yes,60031150,Pyriglena leuconota,3,High
34,13,17.5,SF,Yes,No,No,Yes,60031303,Amaurospiza concolor,5,Medium
34,13,17.5,SF,Yes,No,No,Yes,60031946,Lepidocolaptes lacrymiger,3,Medium
34,13,17.5,SF,Yes,No,No,Yes,60032248,Dendrocincla fuliginosa,11,Medium
34,13,17.5,SF,Yes,No,No,Yes,60032468,Pteroglossus torquatus,7,High
34,13,17.5,SF,Yes,No,No,Yes,60032577,Zimmerius chrysops,24,Medium
35,14,0,PF,No,No,Yes,Yes,60014,Tinamus major,0.33,High
35,14,0,PF,No,No,Yes,Yes,600578,Melanerpes cruentatus,1,High
35,14,0,PF,No,No,Yes,Yes,600676,Piculus flavigula,1.33,Medium
35,14,0,PF,No,No,Yes,Yes,600693,Celeus grammicus,0.67,High
35,14,0,PF,No,No,Yes,Yes,600699,Celeus flavus,0.33,High
35,14,0,PF,No,No,Yes,Yes,600701,Celeus torquatus,0.33,High
35,14,0,PF,No,No,Yes,Yes,600704,Dryocopus lineatus,0.33,Low
35,14,0,PF,No,No,Yes,Yes,600884,Galbula albirostris,1.67,High
35,14,0,PF,No,No,Yes,Yes,600893,Galbula dea,2.67,Medium
35,14,0,PF,No,No,Yes,Yes,600894,Jacamerops aureus,0.33,High
35,14,0,PF,No,No,Yes,Yes,600925,Monasa morphoeus,1,Medium
35,14,0,PF,No,No,Yes,Yes,6001001,Pharomachrus pavoninus,0.67,High
35,14,0,PF,No,No,Yes,Yes,6001018,Trogon rufus,0.67,High
35,14,0,PF,No,No,Yes,Yes,6001312,Piaya cayana,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6001598,Pyrrhura melanura,3.67,Medium
35,14,0,PF,No,No,Yes,Yes,6001627,Brotogeris chrysoptera,13.33,Medium
35,14,0,PF,No,No,Yes,Yes,6001639,Pionites melanocephalus,2.33,High
35,14,0,PF,No,No,Yes,Yes,6001644,Pyrilia barrabandi,0.67,High
35,14,0,PF,No,No,Yes,Yes,6001653,Pionus menstruus,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6001659,Pionus fuscus,1.33,High
35,14,0,PF,No,No,Yes,Yes,6001685,Amazona farinosa,0.67,Low
35,14,0,PF,No,No,Yes,Yes,6001805,Phaethornis superciliosus,0.33,High
35,14,0,PF,No,No,Yes,Yes,6001819,Phaethornis ruber,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6001899,Thalurania furcata,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6002488,Patagioenas plumbea,1.67,Medium
35,14,0,PF,No,No,Yes,Yes,6002489,Patagioenas subvinacea,0.33,High
35,14,0,PF,No,No,Yes,Yes,6002602,Geotrygon montana,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6003349,Harpagus bidentatus,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6004046,Mionectes oleagineus,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6004092,Todirostrum chrysocrotaphum,2.67,Medium
35,14,0,PF,No,No,Yes,Yes,6004095,Corythopis torquatus,1.33,High
35,14,0,PF,No,No,Yes,Yes,6004129,Tyrannulus elatus,2.33,Medium
35,14,0,PF,No,No,Yes,Yes,6004130,Myiopagis gaimardii,4,High
35,14,0,PF,No,No,Yes,Yes,6004131,Myiopagis caniceps,3,High
35,14,0,PF,No,No,Yes,Yes,6004225,Tolmomyias assimilis,1.67,High
35,14,0,PF,No,No,Yes,Yes,6004233,Platyrinchus platyrhynchos,1.33,High
35,14,0,PF,No,No,Yes,Yes,6004248,Terenotriccus erythrurus,0.33,High
35,14,0,PF,No,No,Yes,Yes,6004375,Rhytipterna simplex,1.67,High
35,14,0,PF,No,No,Yes,Yes,6004379,Sirystes sibilator,0.33,High
35,14,0,PF,No,No,Yes,Yes,6004405,Ramphotrigon ruficauda,1.67,Medium
35,14,0,PF,No,No,Yes,Yes,6004424,Conopias parvus,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6004441,Schiffornis turdina,2,High
35,14,0,PF,No,No,Yes,Yes,6004451,Pachyramphus marginatus,1.67,High
35,14,0,PF,No,No,Yes,Yes,6004498,Lipaugus vociferans,5.33,High
35,14,0,PF,No,No,Yes,Yes,6004510,Xipholena punicea,1.33,High
35,14,0,PF,No,No,Yes,Yes,6004536,Pipra erythrocephala,3,High
35,14,0,PF,No,No,Yes,Yes,6004539,Pipra cornuta,4,High
35,14,0,PF,No,No,Yes,Yes,6004540,Pipra pipra,5.33,High
35,14,0,PF,No,No,Yes,Yes,6004573,Heterocercus flavivertex,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6004580,Tyranneutes stolzmanni,4.33,High
35,14,0,PF,No,No,Yes,Yes,6004584,Piprites chloris,2,High
35,14,0,PF,No,No,Yes,Yes,6004585,Cymbilaimus lineatus,1.33,Medium
35,14,0,PF,No,No,Yes,Yes,6004610,Thamnophilus aethiops,1.33,High
35,14,0,PF,No,No,Yes,Yes,6004613,Thamnophilus murinus,6,High
35,14,0,PF,No,No,Yes,Yes,6004618,Thamnophilus caerulescens,5.33,Medium
35,14,0,PF,No,No,Yes,Yes,6004653,Epinecrophylla haematonota,0.67,High
35,14,0,PF,No,No,Yes,Yes,6004657,Myrmotherula axillaris,3,High
35,14,0,PF,No,No,Yes,Yes,6004661,Myrmotherula longipennis,1,High
35,14,0,PF,No,No,Yes,Yes,6004668,Myrmotherula menetriesii,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6004678,Herpsilochmus dorsimaculatus,4.67,Medium
35,14,0,PF,No,No,Yes,Yes,6004704,Terenura spodioptila,1.67,High
35,14,0,PF,No,No,Yes,Yes,6004705,Cercomacra cinerascens,1,High
35,14,0,PF,No,No,Yes,Yes,6004721,Myrmoborus myotherinus,5.33,High
35,14,0,PF,No,No,Yes,Yes,6004724,Hypocnemis hypoxantha,4.67,Medium
35,14,0,PF,No,No,Yes,Yes,6004754,Pithys albifrons,1,High
35,14,0,PF,No,No,Yes,Yes,6004758,Gymnopithys leucaspis,3.33,High
35,14,0,PF,No,No,Yes,Yes,6004768,Hylophylax naevius,4.67,High
35,14,0,PF,No,No,Yes,Yes,6004773,Phlegopsis erythroptera,0.67,High
35,14,0,PF,No,No,Yes,Yes,6004859,Synallaxis rutilans,1,High
35,14,0,PF,No,No,Yes,Yes,6004965,Philydor pyrrhodes,0.67,High
35,14,0,PF,No,No,Yes,Yes,6004988,Automolus infuscatus,2,High
35,14,0,PF,No,No,Yes,Yes,6005005,Xenops minutus,1.33,High
35,14,0,PF,No,No,Yes,Yes,6005013,Dendrocincla merula,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6005015,Deconychura longicauda,0.33,High
35,14,0,PF,No,No,Yes,Yes,6005017,Sittasomus griseicapillus,3.33,Medium
35,14,0,PF,No,No,Yes,Yes,6005018,Glyphorynchus spirurus,3.67,Medium
35,14,0,PF,No,No,Yes,Yes,6005020,Nasica longirostris,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6005028,Dendrocolaptes certhia,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6005030,Dendrocolaptes picumnus,0.67,High
35,14,0,PF,No,No,Yes,Yes,6005035,Xiphorhynchus ocellatus,4.33,Medium
35,14,0,PF,No,No,Yes,Yes,6005554,Cyclarhis gujanensis,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6005594,Hylophilus thoracicus,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6005600,Hylophilus hypoxanthus,3.33,High
35,14,0,PF,No,No,Yes,Yes,6005605,Hylophilus ochraceiceps,3.33,Medium
35,14,0,PF,No,No,Yes,Yes,6006440,Turdus albicollis,2,Medium
35,14,0,PF,No,No,Yes,Yes,6006948,Thryothorus coraya,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,6006989,Microbates collaris,1.67,High
35,14,0,PF,No,No,Yes,Yes,6009308,Ramphocelus carbo,0.33,Low
35,14,0,PF,No,No,Yes,Yes,6009371,Euphonia rufiventris,1.33,Medium
35,14,0,PF,No,No,Yes,Yes,6009445,Cyanerpes cyaneus,0.67,Medium
35,14,0,PF,No,No,Yes,Yes,6009626,Caryothraustes canadensis,0.33,High
35,14,0,PF,No,No,Yes,Yes,6009659,Psarocolius viridis,1.33,High
35,14,0,PF,No,No,Yes,Yes,6009668,Cacicus cela,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,39535965,Willisornis poecilinotus,4,High
35,14,0,PF,No,No,Yes,Yes,60031112,Momotus momota,1,Medium
35,14,0,PF,No,No,Yes,Yes,60031524,Myiobius barbatus,0.33,High
35,14,0,PF,No,No,Yes,Yes,60032142,Myrmotherula brachyura,3,High
35,14,0,PF,No,No,Yes,Yes,60032159,Capito niger,2.67,High
35,14,0,PF,No,No,Yes,Yes,60032177,Hemitriccus zosterops,2.67,High
35,14,0,PF,No,No,Yes,Yes,60032248,Dendrocincla fuliginosa,1.33,Medium
35,14,0,PF,No,No,Yes,Yes,60032249,Xiphorhynchus guttatus,1.67,Medium
35,14,0,PF,No,No,Yes,Yes,60032470,Ramphastos vitellinus,2.33,High
35,14,0,PF,No,No,Yes,Yes,60032471,Ramphastos tucanus,4.33,Medium
35,14,0,PF,No,No,Yes,Yes,60032522,Zimmerius gracilipes,3.67,High
35,14,0,PF,No,No,Yes,Yes,60032648,Schistocichla leucostigma,0.67,High
35,14,0,PF,No,No,Yes,Yes,60032666,Trogon viridis,5.33,Medium
35,14,0,PF,No,No,Yes,Yes,60032668,Trogon melanurus,0.33,Medium
35,14,0,PF,No,No,Yes,Yes,60032700,Trogon violaceus,0.67,Medium
36,14,4.5,SF,No,No,Yes,Yes,60021,Crypturellus soui,2,Medium
36,14,4.5,SF,No,No,Yes,Yes,60025,Crypturellus undulatus,1,Medium
36,14,4.5,SF,No,No,Yes,Yes,600324,Odontophorus gujanensis,2,High
36,14,4.5,SF,No,No,Yes,Yes,600578,Melanerpes cruentatus,3,High
36,14,4.5,SF,No,No,Yes,Yes,600704,Dryocopus lineatus,1,Low
36,14,4.5,SF,No,No,Yes,Yes,600884,Galbula albirostris,1,High
36,14,4.5,SF,No,No,Yes,Yes,600924,Monasa nigrifrons,1,Medium
36,14,4.5,SF,No,No,Yes,Yes,6001312,Piaya cayana,1,Medium
36,14,4.5,SF,No,No,Yes,Yes,6001321,Crotophaga ani,1,Low
36,14,4.5,SF,No,No,Yes,Yes,6001579,Aratinga pertinax,6,Medium
36,14,4.5,SF,No,No,Yes,Yes,6001805,Phaethornis superciliosus,3,High
36,14,4.5,SF,No,No,Yes,Yes,6001819,Phaethornis ruber,4,Medium
36,14,4.5,SF,No,No,Yes,Yes,6001844,Florisuga mellivora,1,Medium
36,14,4.5,SF,No,No,Yes,Yes,6001899,Thalurania furcata,1,Medium
36,14,4.5,SF,No,No,Yes,Yes,6002078,Heliothryx auritus,1,High
36,14,4.5,SF,No,No,Yes,Yes,6002484,Patagioenas cayennensis,4,Medium
36,14,4.5,SF,No,No,Yes,Yes,6002489,Patagioenas subvinacea,1,High
36,14,4.5,SF,No,No,Yes,Yes,6002562,Columbina passerina,1,Non-forest
36,14,4.5,SF,No,No,Yes,Yes,6004060,Hemitriccus minor,3,High
36,14,4.5,SF,No,No,Yes,Yes,6004092,Todirostrum chrysocrotaphum,2,Medium
36,14,4.5,SF,No,No,Yes,Yes,6004120,Camptostoma obsoletum,2,Low
36,14,4.5,SF,No,No,Yes,Yes,6004129,Tyrannulus elatus,3,Medium
36,14,4.5,SF,No,No,Yes,Yes,6004130,Myiopagis gaimardii,2,High
36,14,4.5,SF,No,No,Yes,Yes,6004226,Tolmomyias poliocephalus,3,Medium
36,14,4.5,SF,No,No,Yes,Yes,6004248,Terenotriccus erythrurus,1,High
36,14,4.5,SF,No,No,Yes,Yes,6004387,Myiarchus ferox,3,Medium
36,14,4.5,SF,No,No,Yes,Yes,6004425,Conopias trivirgatus,1,High
